!Series_platform_id	GPL21103			
GENE	rna	WT~RANKL	Foxo3~RANKL	@OC_up
MGA	-0.190106087	6.649391	5.827231	
MFSD9	-0.079559079	3.482431	3.295051	
MFSD8	-0.042813953	4.835701	4.694011	
MFSD7C	-1.626296089	0.0466685	0.00835599	
MFSD7B	-0.000974817	37.297701	37.272501	
MFSD7A	-0.154780991	2.620951	2.353301	
MFSD6L	-1.506728451	0.0970651	0.0276771	
MFSD6	-0.712973142	4.841151	2.949501	
MFSD5	0.035376164	34.819201	35.683801	
MFSD4	-0.184877952	1.771811	1.557501	
MFSD3	0.190092725	5.180041	5.910991	
MFSD2B	0.340040551	0.283579	0.36161	
MFSD2A	0	1.00E-06	1.00E-06	
MFSD12	0.151163019	200.806001	222.989001	
MFSD11	0.004513474	65.126901	65.331001	
MFSD10	-0.022791833	29.191301	28.733601	
MFSD1	-0.23509904	114.098001	96.939201	
MFRP	0	1.00E-06	1.00E-06	
MFNG	-0.311101678	3.706581	2.985661	
MFN2	0.125376821	45.254701	49.364401	
MFN1	0.145197904	12.374501	13.685801	
MFI2	0.179825235	0.0254427	0.0301476	
MFHAS1	-0.172999036	6.897421	6.116861	
MFGE8	-0.165925573	35.855001	31.958501	
MFF	0.083330881	61.270201	64.914001	
MFAP5	0.414035223	0.0341335	0.0488038	
MFAP4	0	1.00E-06	1.00E-06	
MFAP3L	0.146932919	12.597601	13.949301	
MFAP3	-0.168527427	14.512501	12.911401	
MFAP2	1.873271304	1.00E-06	0.0266399	
MFAP1B	0.127510302	1.411431	1.542781	
MFAP1A	0.018395756	6.593491	6.678231	
MEX3D	0.084057878	2.560201	2.714401	
MEX3C	-0.0037114	18.205501	18.158701	
MEX3B	-0.543332357	3.194841	2.189111	
MEX3A	-0.0065804	0.0660306	0.0656846	
METTL9	-0.002034108	18.301601	18.275801	
METTL8	0.097659056	7.925371	8.481131	
METTL7B	0	1.00E-06	1.00E-06	
METTL7A3	0	1.00E-06	1.00E-06	
METTL7A2	0	1.00E-06	1.00E-06	
METTL7A1	-0.384738099	4.949801	3.788801	
METTL6	-0.309702649	13.629801	10.994701	
METTL5	0.044299199	14.084601	14.524101	
METTL4	-0.215222932	6.285181	5.412751	
METTL3	0.108079438	14.712501	15.857801	
METTL25	-0.039411623	4.583241	4.459461	
METTL24	0.209427353	0.0778402	0.0915634	
METTL23	0.29635313	10.283101	12.630301	
METTL22	-0.0499131	5.214451	5.036791	
METTL21E	0.311095817	0.211089	0.264294	
METTL21D	0.182405863	2.046321	2.323461	
METTL21C	0	1.00E-06	1.00E-06	
METTL21A	0.151064617	6.562601	7.288141	
METTL20	-0.467659519	2.836821	2.048641	
METTL2	0.006916823	8.065511	8.104321	
METTL18	0.490778319	2.089961	2.940871	
METTL17	0.0934526	8.648341	9.227761	
METTL16	-0.107139393	8.380611	7.780071	
METTL15	0.206442601	5.940031	6.855381	
METTL14	-0.056889716	9.401211	9.037321	
METTL13	0.09583146	5.063591	5.412051	
METTL11B	0	1.00E-06	1.00E-06	
METTL10	-0.206958093	8.239601	7.137141	
METTL1	-0.073388089	15.979001	15.186001	
METRNL	-0.225287607	30.708201	26.267101	
METRN	-0.097606489	4.333621	4.049471	
METAP2	0.068726031	37.374601	39.198601	
METAP1D	0.167062081	20.133401	22.606401	
METAP1	0.078521852	27.954301	29.518501	
MET	0.024640836	12.668201	12.886601	
MEST	0.595466521	0.791881	1.201611	
MESP2	0.805121494	0.0203003	0.0429435	
MESP1	0	1.00E-06	1.00E-06	
MESDC2	0.012049451	19.889801	20.056701	
MESDC1	0.24633028	23.492301	27.868101	
MERTK	-0.653996524	17.080801	10.851501	
MEPE	0	1.00E-06	1.00E-06	
MEPCE	0.091586633	12.496601	13.316301	
MEP1B	0	1.00E-06	1.00E-06	
MEP1A	-2.267223736	0.0381444	1.00E-06	
MEOX2	0	1.00E-06	1.00E-06	
MEOX1	0	1.00E-06	1.00E-06	
MEN1	0.055714435	9.941571	10.333401	
MEMO1	-0.067298595	35.049701	33.451801	
MELK	0.070881432	1.466621	1.540981	
MEIS3	-0.062835328	3.663221	3.506671	
MEIS2	0.350043007	0.0178603	0.0255107	
MEIS1	0.499350581	0.931909	1.321461	
MEIOB	0	1.00E-06	1.00E-06	
MEIG1	0.469462719	0.0788015	0.112954	
MEI4	0.489388121	0.122542	0.176069	
MEI1	-0.214269771	0.00926797	0.00660865	
MEGF9	-0.214448016	3.510601	3.024321	
MEGF8	0.047942265	7.660461	7.919641	
MEGF6	0	1.00E-06	1.00E-06	
MEGF11	-0.608440064	0.0924117	0.0571724	
MEGF10	0.829913875	1.00E-06	0.00777757	
MEFV	-0.259380285	2.136721	1.783471	
MEF2D	0.027867777	42.555101	43.385301	
MEF2C	-0.049775101	3.922111	3.788761	
MEF2B	-0.360562245	0.028384	0.0198958	
MEF2A	-0.0219453	28.156001	27.730801	
MEDAG	-0.056492661	0.0827815	0.0792186	
MED9	-0.351090135	5.208081	4.080931	
MED8	0.043477298	26.458501	27.268301	
MED7	0.180855906	9.062511	10.274201	
MED6	0.099177647	20.651101	22.121401	
MED4	-0.04549489	13.371601	12.956201	
MED31	-0.062558034	3.998461	3.828361	
MED30	0.036075206	14.349801	14.713401	
MED29	0.159692398	13.867101	15.491401	
MED28	0.004490732	9.455651	9.485161	
MED27	0.005923782	11.801901	11.850501	
MED26	-0.064571468	3.926881	3.754561	
MED25	0.092649847	22.067001	23.531301	
MED24	-0.069419177	13.272701	12.648701	
MED23	0.060651352	8.608071	8.978101	
MED22	0.183723207	18.507601	21.022501	
MED21	0.091739354	25.755301	27.446901	
MED20	-0.058720242	14.822801	14.231201	
MED19	-0.117219066	10.251301	9.450541	
MED18	-0.149883545	2.067591	1.862581	
MED17	0.109933676	11.448901	12.356201	
MED16	-0.128440105	10.117501	9.254841	
MED15	-0.024159615	55.383201	54.463301	
MED14	0.155292366	5.185021	5.775421	
MED13L	-0.188606974	9.931211	8.712941	
MED13	-0.191789626	12.177401	10.660301	
MED12L	-0.601506144	0.129247	0.0817729	
MED12	-0.002101755	8.562811	8.550331	
MED11	0.118502764	23.751901	25.786101	
MED10	0.181527458	37.744701	42.807001	
MED1	0.137712802	15.029001	16.535301	
MECR	0.078430471	21.331101	22.523401	
MECP2	0.02557184	12.180301	12.398301	
MECOM	0.873883275	0.026006	0.0559842	
MEAF6	-0.035519231	13.255101	12.932501	
MEA1	0.146231179	31.617001	34.990801	
ME3	-0.427479502	0.0952553	0.0682636	
ME2	0.103961188	32.127201	34.528501	
ME1	-0.00028758	5.960441	5.959251	
MDP1	0.120450155	15.051901	16.363401	
MDN1	-0.097080688	2.805891	2.622641	
MDM4	-0.058274234	14.678901	14.097401	
MDM2	-0.013743335	45.892701	45.457501	
MDM1	0.050259786	2.276231	2.357281	
MDK	-0.154360422	0.529276	0.474556	
MDH2	0.184277023	657.874001	747.509001	
MDH1B	2.090136718	1.00E-06	0.0325831	
MDH1	0.213203466	404.977001	469.475001	
MDGA2	-0.517290709	0.0136238	0.00650554	
MDGA1	0.570105169	0.170958	0.258656	
MDFIC	-0.155244849	88.998001	79.917401	
MDFI	0.825229647	0.19115	0.346401	
MDC1	-0.131276806	5.264961	4.806161	
MCU	0.323024415	6.835301	8.553131	
MCTS2	-0.290943069	0.823576	0.671338	
MCTS1	0.150328125	58.680501	65.126001	
MCTP2	-0.663750092	0.0135941	0.00489343	
MCTP1	-0.751292452	3.051891	1.808981	
MCRS1	0.114913798	34.427201	37.282401	
MCPT9	1.368931308	1.00E-06	0.0158305	
MCPT8	0.446447544	0.0540387	0.0772643	
MCPT4	0	1.00E-06	1.00E-06	
MCPT2	2.148656464	1.00E-06	0.0343459	
MCPT1	2.009106154	1.00E-06	0.0302573	
MCPH1	0.115274576	3.227391	3.496681	
MCOLN3	-0.795631252	0.22372	0.124644	
MCOLN2	-0.33918029	14.087201	11.133701	
MCOLN1	0.04650435	40.897201	42.237301	
MCMDC2	0.077457011	1.710921	1.805841	
MCMBP	-0.087646449	22.581201	21.249601	
MCM9	-0.325728902	2.763511	2.202971	
MCM8	-0.025897108	1.677431	1.647411	
MCM7	-0.202796542	13.650701	11.859301	
MCM6	-0.186000182	28.935801	25.434501	
MCM5	-0.282487502	9.946711	8.176131	
MCM4	-0.225355409	9.418781	8.055231	
MCM3AP	-0.055398268	5.143001	4.948881	
MCM3	-0.296908309	9.818011	7.989951	
MCM2	-0.362161656	7.483581	5.819991	
MCM10	-0.331630373	1.608751	1.276321	
MCL1	0.012509955	261.675001	263.954001	
MCIN	-1.772551884	0.061264	0.0108583	
MCHR1	0	1.00E-06	1.00E-06	
MCFD2	0.001961679	75.762201	75.865301	
MCF2L	0.046329438	0.351981	0.363794	
MCF2	0.684974057	0.0108339	0.0234941	
MCEE	0.182855064	47.755801	54.210301	
MCCC2	0.102421561	8.538271	9.167201	
MCCC1	-0.04067273	9.976871	9.699251	
MCC	-0.825944671	0.12682	0.0671819	
MCAT	0.243865103	11.390901	13.490501	
MCAM	-0.301740741	0.110847	0.0880399	
MC5R	0	1.00E-06	1.00E-06	
MC4R	0	1.00E-06	1.00E-06	
MC3R	0	1.00E-06	1.00E-06	
MC2R	0	1.00E-06	1.00E-06	
MC1R	0.893272631	0.0297005	0.0637391	
MBTPS2	-0.04204007	19.172101	18.621201	
MBTPS1	0.055086908	30.682401	31.877001	
MBTD1	-0.135431963	7.525591	6.850381	
MBP	0.095320707	21.356601	22.816001	
MBOAT7	0.09392368	16.960701	18.102301	
MBOAT4	2.166619379	1.00E-06	0.0349015	
MBOAT2	0.099150598	0.0954164	0.102916	
MBOAT1	0.283400862	2.811011	3.423341	
MBNL3	0.228325158	0.927768	1.088571	
MBNL2	-0.013790945	57.328901	56.783401	
MBNL1	-0.209959927	123.544001	106.810001	
MBLAC2	-0.033099407	6.471031	6.324031	
MBLAC1	0.207230227	3.561511	4.113201	
MBL2	0	1.00E-06	1.00E-06	
MBL1	0	1.00E-06	1.00E-06	
MBIP	0.023762465	6.453431	6.560771	
MBD6	0.099080024	22.558501	24.162901	
MBD5	0.101288902	2.476271	2.657101	
MBD4	-0.129877376	1.834911	1.676081	
MBD3L2	0	1.00E-06	1.00E-06	
MBD3L1	0	1.00E-06	1.00E-06	
MBD3	0.118610649	49.459701	53.698701	
MBD2	-0.01295831	35.832901	35.512401	
MBD1	0.014968121	16.050801	16.218301	
MB21D2	0.19836099	0.107291	0.124579	
MB21D1	-0.283586101	1.546931	1.269091	
MB	1.928836175	1.00E-06	0.0280786	
MAZ	0.176754351	67.842001	76.685701	
MAX	-0.16439358	45.946001	40.996701	
MAVS	0.185316032	28.768101	32.712601	
MAU2	-0.033845035	18.155701	17.734501	
MATR3	0.101684988	32.001901	34.339601	
MATN4	0	1.00E-06	1.00E-06	
MATN3	-0.054518888	0.0454868	0.0434291	
MATN2	-0.071580054	0.347754	0.330437	
MATN1	-1.030257156	0.0380335	0.0135183	
MATK	0.187906224	78.782701	89.743501	
MAT2B	0.021655256	55.208701	56.043801	
MAT2A	0.02344027	83.847001	85.220601	
MAT1A	0	1.00E-06	1.00E-06	
MASTL	-0.267671564	0.718684	0.595288	
MAST4	-0.129725765	0.151626	0.137727	
MAST3	0.129123997	25.628301	28.028801	
MAST2	-0.134689264	8.739411	7.959541	
MAST1	0.425893989	2.312391	3.109911	
MASP2	-0.253753038	0.0131041	0.00937768	
MASP1	-1.637986328	0.0819495	0.0195438	
MAS1	0.816355699	0.0513944	0.0981126	
MARVELD3	0	1.00E-06	1.00E-06	
MARVELD2	0.652590669	0.0266114	0.0475527	
MARVELD1	0.306485622	30.109801	37.238901	
MARS2	0.17190399	5.093511	5.739331	
MARS	0.385212946	24.928201	32.560601	
MARK4	0.237695662	10.169901	11.993201	
MARK3	0.048293801	15.565201	16.095401	
MARK2	0.0895687	19.653701	20.913201	
MARK1	-0.291996605	0.246444	0.199456	
MARF1	-0.132989225	12.223701	11.146401	
MARCO	-0.544552727	0.647839	0.441017	
MARCKSL1	-0.450737094	19.236001	14.071701	
MARCKS	-0.189613223	38.622101	33.864201	
MAPT	-1.261567067	0.013978	1.00E-06	
MAPRE3	-0.075217772	0.861476	0.817204	
MAPRE2	-0.089887484	58.216301	54.699201	
MAPRE1	-0.027460558	32.576901	31.962501	
MAPKBP1	-0.103777736	2.650251	2.465611	
MAPKAPK5	-0.057054372	12.701701	12.208801	
MAPKAPK3	-0.066692072	13.659001	13.041501	
MAPKAPK2	-0.100572767	138.056001	128.759001	
MAPKAP1	0.097902911	22.239701	23.802001	
MAPK9	-0.048086954	9.131611	8.831931	
MAPK8IP3	0.007787592	13.772801	13.847401	
MAPK8IP2	0.794844617	1.00E-06	0.00735064	
MAPK8IP1	0.568718735	0.272805	0.409458	
MAPK8	0.209565947	7.223071	8.353891	
MAPK7	0.079271998	12.311901	13.007901	
MAPK6	0.138118157	96.334401	106.014001	
MAPK4	-0.053426433	0.155534	0.149516	
MAPK3	-0.103241038	65.034201	60.542201	
MAPK1IP1L	-0.18293599	28.662901	25.248201	
MAPK1IP1	0.219423896	8.120831	9.456471	
MAPK15	-1.513614279	0.0185553	1.00E-06	
MAPK14	0.025741526	56.397901	57.413401	
MAPK13	-0.344926407	0.0266618	0.0188656	
MAPK12	-0.276285854	0.142967	0.116307	
MAPK11	-0.073078781	1.978751	1.880521	
MAPK10	0	1.00E-06	1.00E-06	
MAPK1	0.077495906	55.066601	58.106001	
MAP9	-1.178315435	0.0126335	1.00E-06	
MAP7D2	0	1.00E-06	1.00E-06	
MAP7D1	-0.027700068	64.936901	63.701801	
MAP7	-0.325065284	1.956811	1.560031	
MAP6D1	0.693522897	0.0118937	0.0254071	
MAP6	-0.314795081	1.035401	0.830466	
MAP4K5	-0.085862902	5.009281	4.719271	
MAP4K4	0.071831156	75.778601	79.647601	
MAP4K3	-0.110116517	27.201701	25.202001	
MAP4K2	-0.313921428	6.672611	5.365841	
MAP4K1	-0.164170516	1.794971	1.600831	
MAP4	-0.100815308	17.972301	16.758601	
MAP3K9	-0.133616412	1.112361	1.013081	
MAP3K8	-0.32319355	4.725891	3.775391	
MAP3K7	-0.015734767	15.625301	15.455701	
MAP3K6	0.211558501	0.634954	0.736817	
MAP3K5	0.104777178	2.595661	2.791941	
MAP3K4	-0.087454902	5.339351	5.024711	
MAP3K3	-0.243303109	26.607501	22.476701	
MAP3K2	-0.091563528	8.565181	8.037851	
MAP3K19	-1.148177055	0.0259418	0.00621676	
MAP3K15	-0.003551819	3.332951	3.324731	
MAP3K14	-0.020686002	7.643761	7.534801	
MAP3K13	-0.058188928	0.0502971	0.0479135	
MAP3K12	0.054829212	16.574001	17.216401	
MAP3K11	0.105271294	40.081601	43.116401	
MAP3K10	0.003121334	2.663271	2.669061	
MAP3K1	-0.380595185	9.146701	7.023451	
MAP2K7	0.047210888	24.480901	25.295601	
MAP2K6	0.097331277	1.561081	1.670731	
MAP2K5	0.071627722	21.238801	22.320401	
MAP2K4	0.023097422	21.546801	21.894701	
MAP2K3	-0.006984362	115.116001	114.560001	
MAP2K2	0.06674744	60.451101	63.314101	
MAP2K1	0.127279706	48.323401	52.781301	
MAP2	1.081058998	1.00E-06	0.011158	
MAP1S	0.15610229	15.091601	16.817301	
MAP1LC3B	-0.166825021	122.372001	109.008001	
MAP1LC3A	0.065973186	21.913101	22.938901	
MAP1B	-0.050907924	0.0352679	0.0336984	
MAP1A	-0.230966175	0.0107454	0.00767641	
MAOB	-2.661240514	0.053264	1.00E-06	
MAOA	0.350595203	4.641881	5.921551	
MANSC4	2.528504391	0.0359335	0.255024	
MANSC1	-0.096845338	0.837214	0.782209	
MANF	-0.032977827	51.155501	49.999201	
MANEAL	-1.149390998	0.0566836	0.020062	
MANEA	-0.121487647	10.890101	10.009801	
MANBAL	0.060021764	42.867501	44.689001	
MANBA	0.108429589	43.653301	47.061401	
MAN2C1	0.040701407	18.198001	18.719001	
MAN2B2	-0.006454604	46.405801	46.198601	
MAN2B1	-0.099974369	120.512001	112.443001	
MAN2A2	-0.529969285	8.459621	5.855801	
MAN2A1	-0.099141356	20.162701	18.823001	
MAN1C1	-0.212084155	34.647101	29.909101	
MAN1B1	0.027417489	23.877101	24.335401	
MAN1A2	0.00964966	9.809621	9.875521	
MAN1A	-0.369947504	14.943401	11.561101	
MAMSTR	0.451855701	0.0678361	0.0964641	
MAMLD1	0.234959073	0.700972	0.826724	
MAML3	-0.409053443	1.319421	0.99121	
MAML2	-0.315904871	1.630351	1.307771	
MAML1	0.005181835	8.477501	8.508041	
MAMDC4	-0.024761181	0.176699	0.173522	
MAMDC2	-0.734727182	0.485464	0.28774	
MALT1	0.285974277	18.796901	22.920001	
MALSU1	0.295194267	12.369201	15.179901	
MALL	0	1.00E-06	1.00E-06	
MAL	0.375963619	0.0143858	0.0216456	
MAK16	0.06552864	28.613801	29.943901	
MAK	-0.225016084	0.0715202	0.0597475	
MAGT1	-0.049910505	40.094401	38.730701	
MAGOHB	0.245629214	6.083861	7.214941	
MAGOH	0.035711961	62.409801	63.974201	
MAGIX	-2.013337297	0.107234	0.0190388	
MAGI3	-0.039227059	2.551531	2.482821	
MAGI2	0.345754898	0.516668	0.659298	
MAGI1	0.29172861	0.181744	0.224715	
MAGEL2	0	1.00E-06	1.00E-06	
MAGEH1	-0.190161425	1.350651	1.182621	
MAGEE2	0.816288582	0.0499482	0.095561	
MAGEE1	0.129276529	1.406821	1.539641	
MAGED2	0.072925896	6.773901	7.125631	
MAGED1	0.107384599	19.349801	20.845801	
MAGEB3	0	1.00E-06	1.00E-06	
MAGEA5	0	1.00E-06	1.00E-06	
MAG	-0.018473299	2.115271	2.088231	
MAFK	-0.166701206	6.656721	5.929231	
MAFG	0.038980471	32.099501	32.978901	
MAFF	0.307884238	5.685971	7.040991	
MAFB	-0.071963936	24.411501	23.223201	
MAFA	2.74000617	1.00E-06	0.056814	
MAF1	-0.053435694	38.951801	37.535101	
MAF	-0.270212407	60.896001	50.493101	
MAEL	0	1.00E-06	1.00E-06	
MAEA	0.091958306	81.292501	86.643501	
MADD	-0.01897547	18.265501	18.026701	
MADCAM1	1.487835935	1.00E-06	0.0180496	
MAD2L2	0.208942867	4.632041	5.355461	
MAD2L1BP	0.066193635	15.203801	15.918101	
MAD2L1	0.165389879	10.295501	11.547301	
MAD1L1	-0.033842855	14.193101	13.863801	
MACROD2	0.488097526	0.355527	0.502686	
MACROD1	0.180828589	9.913561	11.238701	
MACF1	-0.196703665	17.900201	15.617401	
MACC1	-0.385672603	0.0563238	0.0407657	
MAB21L3	1.607129949	0.0104319	0.0522448	
MAB21L2	1.562117849	0.0151114	0.0641507	
MAB21L1	0	1.00E-06	1.00E-06	
MAATS1	-0.387785836	0.0490314	0.0351178	
M6PR	0.160625079	363.041001	405.798001	
M1AP	-0.256564663	2.686641	2.247301	
LZTS2	-0.071235337	3.333271	3.172201	
LZTS1	0.916999329	0.0367187	0.0782135	
LZTR1	0.016181684	15.549301	15.724801	
LZTFL1	0.009396242	6.097831	6.137741	
LZIC	0.134573779	10.099601	11.088001	
LYZL6	0	1.00E-06	1.00E-06	
LYZL4	-0.408284926	1.720151	1.293701	
LYZL1	0	1.00E-06	1.00E-06	
LYZ2	-0.402628645	7500.730001	5674.140001	
LYZ1	-0.322714228	598.880001	478.841001	
LYVE1	-0.25871507	0.0140193	0.0100761	
LYST	-0.324573361	8.433381	6.732331	
LYSMD4	-0.204369382	3.917711	3.398931	
LYSMD3	-0.128982679	8.826591	8.070851	
LYSMD2	1.108380233	0.381593	0.834288	
LYSMD1	-0.31358344	4.039461	3.248361	
LYRM9	-0.067080093	1.845301	1.761011	
LYRM7	0.140705529	1.856481	2.047691	
LYRM5	0.044453223	58.349501	60.175701	
LYRM4	-0.040471884	6.525411	6.344621	
LYRM2	0.127655017	14.123701	15.431301	
LYRM1	0.208069632	2.077771	2.401671	
LYPLAL1	1.063952711	1.862431	3.904601	
LYPLA2	0.092012291	49.115501	52.350701	
LYPLA1	0.090154248	52.381301	55.759701	
LYPD8	0	1.00E-06	1.00E-06	
LYPD6B	1.164899387	1.00E-06	0.012424	
LYPD6	0	1.00E-06	1.00E-06	
LYPD5	0	1.00E-06	1.00E-06	
LYPD2	-1.394124181	0.243073	0.0862881	
LYPD1	0.283484887	0.0779638	0.0970635	
LYNX1	0.21798259	0.22329	0.261341	
LYN	-0.034222566	63.670201	62.177401	
LYL1	-0.272238755	9.378521	7.764011	
LYG2	0	1.00E-06	1.00E-06	
LYG1	0	1.00E-06	1.00E-06	
LYAR	0.103818274	10.736001	11.537801	
LY96	0.017747341	37.202701	37.663301	
LY9	-0.39139056	79.183001	60.366301	
LY86	-0.047707415	60.754001	58.777501	
LY75	0.430037213	0.816911	1.104071	
LY6K	0	1.00E-06	1.00E-06	
LY6I	0.873378645	0.407865	0.755507	
LY6H	0	1.00E-06	1.00E-06	
LY6G6F	0	1.00E-06	1.00E-06	
LY6G6E	-1.216923312	0.0750778	0.0266004	
LY6G6D	1.001810706	0.0822067	0.174645	
LY6G6C	1.183804917	0.142485	0.336408	
LY6G5C	0	1.00E-06	1.00E-06	
LY6G5B	1.333480116	0.04483	0.128177	
LY6F	-2.79516346	0.0594179	1.00E-06	
LY6E	-0.241579252	291.219001	246.317001	
LY6D	2.544269408	1.00E-06	0.0483371	
LY6C2	-0.399764936	2.187851	1.655931	
LY6C1	4.233337369	1.00E-06	0.178107	
LY6A	-0.12541746	3.760661	3.446711	
LXN	-0.282081172	11.164901	9.180281	
LUZP4	0	1.00E-06	1.00E-06	
LUZP2	1.760604688	1.00E-06	0.0238874	
LUZP1	-0.010689503	7.715531	7.658501	
LURAP1L	0.852766587	0.0261226	0.055236	
LURAP1	1.282456579	0.0847434	0.220466	
LUM	0	1.00E-06	1.00E-06	
LUC7L3	0.089248914	33.979801	36.148901	
LUC7L2	-0.035668455	54.481401	53.150701	
LUC7L	0.045214885	21.066201	21.737201	
LTV1	0.162456093	21.198001	23.725801	
LTN1	0.018176394	11.040101	11.180201	
LTK	0	1.00E-06	1.00E-06	
LTF	0.078624363	3.467911	3.662711	
LTC4S	0.263300808	25.529701	30.643301	
LTBR	0.155482573	30.950301	34.473401	
LTBP4	-0.613455379	0.0270909	0.0142437	
LTBP3	-0.215919795	14.771701	12.717001	
LTBP2	-0.072124179	0.777329	0.738936	
LTBP1	-0.5882796	0.457213	0.30076	
LTB4R2	0	1.00E-06	1.00E-06	
LTB4R1	-1.426081345	0.325266	0.114766	
LTB	0.343699133	0.438064	0.558596	
LTA4H	0.04770308	25.705401	26.569901	
LTA	2.313212814	0.0274745	0.176244	
LST1	-0.253921927	139.946001	117.359001	
LSS	0.379827086	12.419201	16.162701	
LSR	0.164171194	1.403101	1.573411	
LSP1	-0.447363838	14.194201	10.407101	
LSMD1	0.27395212	55.771601	67.436401	
LSM7	0.049581889	49.170701	50.890301	
LSM6	-0.054649321	6.727411	6.476971	
LSM5	0.394207587	19.247801	25.299001	
LSM4	0.320889383	61.792001	77.186901	
LSM3	0.085089127	29.899501	31.716601	
LSM2	0.366817064	15.238801	19.653401	
LSM14B	0.080290988	16.795501	17.757301	
LSM14A	-0.007587861	36.343601	36.152901	
LSM12	0.030096937	20.629701	21.064801	
LSM11	0.126506798	1.603141	1.750981	
LSM10	0.173193621	17.115601	19.300001	
LSM1	0.272514294	6.670451	8.059391	
LSG1	0.1099075	12.024001	12.976601	
LSAMP	0	1.00E-06	1.00E-06	
LRWD1	0.068985257	29.068001	30.492201	
LRTM2	-1.114515661	0.158261	0.0677107	
LRTM1	0	1.00E-06	1.00E-06	
LRSAM1	0.043616814	10.369701	10.688301	
LRRTM2	0	1.00E-06	1.00E-06	
LRRN4CL	1.009946465	0.0768725	0.164947	
LRRN4	0	1.00E-06	1.00E-06	
LRRN3	0.202537082	0.090597	0.105759	
LRRN2	0	1.00E-06	1.00E-06	
LRRN1	0	1.00E-06	1.00E-06	
LRRK2	-0.183326455	0.555491	0.488011	
LRRK1	-0.03055486	8.226181	8.053581	
LRRIQ4	0	1.00E-06	1.00E-06	
LRRIQ3	0.160837071	0.27909	0.313184	
LRRIQ1	0	1.00E-06	1.00E-06	
LRRFIP2	-0.052340475	13.375001	12.898101	
LRRFIP1	-0.012344384	28.663801	28.419501	
LRRD1	-1.418037781	0.0738999	0.0213971	
LRRCC1	0.099513327	5.374391	5.758901	
LRRC9	-1.370064666	0.0158508	1.00E-06	
LRRC8E	0.162494696	0.0465564	0.0532991	
LRRC8D	-0.041210112	17.152301	16.669001	
LRRC8C	0.251643801	1.828291	2.178601	
LRRC8B	0.037245471	4.221681	4.332351	
LRRC8A	-0.187552512	6.260001	5.495651	
LRRC73	0.948556619	0.0523159	0.110266	
LRRC72	0	1.00E-06	1.00E-06	
LRRC71	-0.138289385	3.190511	2.897971	
LRRC7	0	1.00E-06	1.00E-06	
LRRC69	-2.220003022	0.0365941	1.00E-06	
LRRC66	0.846432285	0.0467895	0.0921103	
LRRC63	0.151862284	0.466448	0.519335	
LRRC61	-0.014528145	15.339901	15.186101	
LRRC6	0	1.00E-06	1.00E-06	
LRRC59	-0.166421782	62.166201	55.392101	
LRRC58	-0.209303386	15.201201	13.147001	
LRRC57	-0.133940425	12.837801	11.698701	
LRRC56	0.438335939	1.033881	1.404501	
LRRC55	0	1.00E-06	1.00E-06	
LRRC52	0	1.00E-06	1.00E-06	
LRRC51	0.317136853	2.231031	2.782001	
LRRC4C	0	1.00E-06	1.00E-06	
LRRC4B	0.958593756	1.00E-06	0.00943609	
LRRC49	-0.040005042	1.379841	1.341831	
LRRC48	1.455626762	0.0207569	0.0743587	
LRRC47	-0.061210426	30.935801	29.650301	
LRRC46	-0.119129578	0.213097	0.195415	
LRRC45	-0.032695749	9.831981	9.611441	
LRRC43	0	1.00E-06	1.00E-06	
LRRC42	0.428062677	13.723201	18.467001	
LRRC41	0.036341512	23.682701	24.287101	
LRRC40	0.007196606	7.066911	7.102301	
LRRC4	0.964160155	0.128978	0.261136	
LRRC3B	0	1.00E-06	1.00E-06	
LRRC39	-0.135975514	2.390781	2.174841	
LRRC38	0	1.00E-06	1.00E-06	
LRRC36	0.69385624	0.0362881	0.0648757	
LRRC34	0.385939675	0.0236467	0.0339665	
LRRC33	-0.305475691	60.968501	49.332301	
LRRC32	0.983479216	0.0627559	0.133855	
LRRC30	0	1.00E-06	1.00E-06	
LRRC3	-0.115559716	0.119703	0.109719	
LRRC29	1.548421721	0.291985	0.873297	
LRRC28	-0.262999045	2.282881	1.900781	
LRRC27	0.181849503	4.083581	4.633501	
LRRC26	0	1.00E-06	1.00E-06	
LRRC25	0.189072569	97.060201	110.653001	
LRRC24	0.006731449	0.279515	0.280869	
LRRC23	0	1.00E-06	1.00E-06	
LRRC20	0.094765023	9.838661	10.507301	
LRRC2	-0.28159288	0.390896	0.31981	
LRRC19	-1.510220207	0.0184882	1.00E-06	
LRRC18	-1.24904277	0.392465	0.159328	
LRRC17	0.937989861	0.307198	0.597706	
LRRC16B	-1.299700932	0.0259655	0.00460956	
LRRC16A	0.112114718	0.838866	0.907464	
LRRC15	-0.259549764	0.0138615	0.00993267	
LRRC14B	-0.332470051	2.297501	1.822561	
LRRC14	-0.185339761	12.870101	11.317301	
LRRC10B	-0.023454164	0.0952416	0.0935445	
LRRC10	0	1.00E-06	1.00E-06	
LRRC1	0.452698142	0.362409	0.499678	
LRR1	0.51101443	0.348608	0.501035	
LRPPRC	0.157003899	39.027401	43.515501	
LRPAP1	-0.088737143	22.756101	21.398001	
LRP8	-0.430431823	1.270251	0.939997	
LRP6	-0.14728779	23.955101	21.629201	
LRP5	-0.287112912	9.447411	7.740731	
LRP4	-0.063673338	1.852411	1.772001	
LRP3	0	1.00E-06	1.00E-06	
LRP2BP	0.081318589	0.0277359	0.029924	
