!Series_platform_id	GPL6885			
GENE	rna	Control~osteoclast~progenitors~1	Control~mature-osteoclast~progenitors~1	@OC_up
PSTPIP1	0.262456429	11.14033629	13.36504413	
CRY2	-0.148275483	6.028805311	5.438985603	
OLFR491	0.007148073	4.612412599	4.635371944	
GSTT3	0.120969647	8.94905168	9.732659717	
DCBLD2	-0.008051944	4.954285534	4.926656126	
CHST5	-0.08379329	4.960724549	4.680243646	
CD209E	-0.033477984	4.632582315	4.526090759	
KDR	0.177180589	5.220818262	5.904340218	
4933427L07RIK	0.118285344	10.7530575	11.67269657	
PCLO	0.115697309	5.403387175	5.855397503	
OLFR351	0.117886481	5.136413946	5.574600129	
DHX36	0.018328357	10.17117292	10.30134218	
9630046K23RIK	-0.090983827	10.04559774	9.431022452	
9230106D23RIK	-0.011210641	4.673206033	4.636955624	
1810036I24RIK	-0.046013669	4.786249609	4.635690593	
3110001H15RIK	-0.12744307	8.113528651	7.42670458	
OLFR1254	0.018507992	4.559652713	4.618653347	
OLFR354	0.004847079	4.611099107	4.626650904	
SOCS7	-0.161530939	5.600458214	5.00617494	
CTSZ	0.068687957	11.72866013	12.30106613	
MGLAP	0.045895142	4.68071484	4.832335168	
PGGT1B	-0.022808628	4.581532096	4.509511995	
OLFR129	0.012098259	4.588510001	4.627234671	
NDUFA4	0.130088093	13.38841438	14.65269576	
TACR2	-0.012032641	4.740173936	4.700720386	
HAPLN2	0.009733285	4.663275018	4.694910327	
SPEER6-PS1	-0.050064882	4.920646109	4.752476017	
CDH22	-0.013372897	4.789000002	4.744721751	
GPA33	-0.008744883	4.577686289	4.549962179	
RNPEPL1	-0.028197901	12.67989409	12.43427453	
DPP10	-0.012799776	4.558665145	4.518310642	
2310004L02RIK	0.15499509	8.078911499	8.996338279	
GBX1	-0.015963539	4.579650201	4.529145281	
HEMK1	0.183583985	6.335055106	7.19609004	
ARRDC3	-0.157823103	8.491671552	7.610699462	
4933403G14RIK	0.144510128	5.73051324	6.33530652	
BC025833	0.180657528	5.617823458	6.368576966	
OLFR632	-7.48E-05	4.580366168	4.580128264	
OIT3	0.365301767	5.936426086	7.649894962	
4922503E23RIK	-0.029169334	4.913338282	4.814794638	
AI854408	-0.040650533	4.996418039	4.857322032	
CAPN12	0.112917972	4.864299562	5.261132253	
SPAG1	-0.076563481	5.152717421	4.885876461	
1190002C06RIK	0.135765506	11.33098617	12.45006507	
5730410I19RIK	-0.04646751	9.21265714	8.920339082	
HIST1H2AC	0.250468253	4.701180186	5.594387707	
POLR2I	0.021875913	9.103699622	9.242945767	
AGPAT1	0.143276347	7.402443314	8.176379306	
GPR97	-0.072942839	4.902468905	4.660268311	
GOLGA7	0.099539897	7.067345443	7.572892316	
1700001J03RIK	-0.016502344	4.687074657	4.633653035	
NINJ1	-0.029734984	8.158218799	7.991589002	
AKP5	0.002484563	4.87680014	4.88522328	
RGS2	-0.147613191	5.412679022	4.885284088	
ANXA11	0.06814553	8.416917578	8.824512609	
CEL	0.024859969	4.593223248	4.673231587	
OLFR490	-0.003366864	4.628074315	4.617262912	
CUL7	0.220847865	7.330904994	8.545224989	
CSTAD	-0.00609386	4.764379587	4.744255417	
SSX9	-0.01474089	4.733870933	4.685646715	
ATP2A1	0.051857983	4.786889177	4.962450784	
AUH	0.028865302	5.29202602	5.399176799	
2610528K11RIK	-0.213873906	8.083169652	6.968083843	
RYK	0.221629843	7.024530466	8.192615335	
C530024P05RIK	0.098751812	4.770734572	5.109433309	
PPP1R3C	0.037016951	4.602356454	4.722232523	
PFKFB1	0.007279321	4.532523018	4.555500877	
GEM	0.036152108	4.617790167	4.735221919	
TIMM8B	0.028063284	11.73746867	11.96821725	
MGAT1	0.082333796	6.205157959	6.570169988	
1700014P03RIK	-0.066502845	6.16251199	5.884440538	
ALLC	-0.013700488	4.730477285	4.685672635	
GLO1	0.038355728	10.94984051	11.24512853	
B4GALT1	-0.033830928	10.06794125	9.83436478	
SLC6A9	0.262845533	6.103749629	7.325539146	
FOXF1A	0.034359347	4.534480452	4.644011304	
KPNA6	0.139896154	6.744238402	7.43199415	
PDHA2	-0.041901932	4.742123094	4.606086552	
AVPR1B	-0.035874612	4.72793981	4.611577123	
1300007B12RIK	-0.024318056	9.790395616	9.626584705	
HDLBP	0.109604531	7.891479165	8.515162203	
EXOSC4	0.008470171	9.881550471	9.939795316	
OLFR935	-0.027025912	4.802858765	4.713539018	
4921510H08RIK	0.000885173	4.636434601	4.639286319	
1110007C05RIK	0.04524328	9.708821017	10.0184351	
CLIC6	0.071314161	4.725177293	4.965124415	
RPTN	0.040986113	4.710872157	4.846912607	
APG4A-PS	-0.005301541	4.573871528	4.557057868	
AK1	0.81080324	5.346317303	9.385986675	
PRKCQ	-0.013908314	4.576872122	4.532864809	
OLFR669	0.049939862	4.681393727	4.846632921	
CREBL1	-0.140105621	11.4260383	10.36766403	
1500035H01RIK	0.03379225	4.63148986	4.741490737	
OLFR926	0.017701964	4.573496476	4.630082732	
DNASE1L3	0.011838571	4.54065019	4.578145875	
BXDC2	-0.032528817	11.59758973	11.33879888	
SYT9	0.111446606	5.722955714	6.183374738	
CLCN6	-0.004003389	4.587427077	4.574687186	
A230106M15RIK	0.514097028	8.549222117	12.2134253	
STAU1	0.020818432	8.930292847	9.060238715	
CRHR1	0.012216739	4.799706631	4.840608152	
DOS	-0.002185862	4.968972239	4.96143419	
SLC26A6	0.156408465	6.433506585	7.171347065	
N6AMT1	0.201505426	8.792222854	10.11165517	
SH2D3C	-0.009691023	4.777731902	4.745679018	
MRPL45	-0.064048704	4.884602395	4.672058516	
CGGBP1	-0.071230216	11.56701368	11.00930274	
NAT3	-3.36E-05	4.614748739	4.614641105	
E430019B13RIK	0.039138424	4.658282109	4.786659968	
EMILIN1	-0.53652345	8.951789307	6.16852883	
RBMY1A1	0.259160756	5.461832821	6.538592725	
HP	-0.203644517	6.25794458	5.432795783	
2900024C23RIK	0.082400411	6.199027852	6.563983401	
4930578C19RIK	-0.039563204	4.956898621	4.822541416	
2900009I07RIK	0.022757719	4.554202086	4.626770718	
IL13RA1	0.097706932	8.101544513	8.669931004	
SLC39A11	0.121857082	10.62164245	11.55865846	
OLFR73	-0.033079225	4.668140878	4.562097225	
BCLAF1	0.023824345	7.139169018	7.258209	
3110003A22RIK	-0.051102868	4.803073302	4.635569692	
NPAS2	-0.003872971	4.697912723	4.685291097	
2700019D07RIK	-0.014045672	4.649610205	4.604465668	
GAD2	-0.030576354	4.639566247	4.542060654	
APOD	-0.010823023	4.728848674	4.693431094	
1500032D16RIK	0.15566039	10.10138523	11.25338952	
KEL	0.017809214	4.569963618	4.626850949	
ALOX15	0.000609061	4.604122219	4.606070567	
RPS27	0.030738345	13.4070919	13.69602622	
NOLA3	0.124807618	8.817500787	9.615174277	
PI16	-0.19536611	5.323110881	4.647678995	
SLC30A6	0.051222443	9.301965547	9.638523351	
AP1GBP1	-0.138004879	7.180896659	6.524907419	
ARG2	-0.009279102	4.836556688	4.805484717	
4930547N16RIK	-0.379184067	8.778690402	6.747380712	
ETV6	-0.255587912	6.092265468	5.10153653	
DBH	0.020712247	4.71704281	4.785396734	
D730046L02RIK	-0.052693346	4.719502146	4.549877223	
DAPK2	0.084857415	4.681969191	4.966222368	
2810453L12RIK	-0.443011104	8.561290695	6.295021818	
LMNB2	-0.28508014	9.458142501	7.760466854	
MGST1	-0.467446257	10.22793836	7.394524349	
HOD	-0.012816134	4.608218844	4.567374737	
PHXR5	-0.015432873	4.856809506	4.805025485	
RPP40	-0.06985149	4.772794094	4.546740433	
BBX	-0.000224067	7.80967651	7.808462117	
OXT	0.126456165	5.330698307	5.819954221	
KCNK3	-0.016421368	4.738286786	4.684546197	
BSND	-0.063528	4.90374691	4.692068484	
ELF5	0.002678085	4.662785254	4.671467435	
0610039D01RIK	0.060390564	9.489899164	9.896000986	
STRN3	-0.067240428	9.062184804	8.649055089	
GPR64	0.072806008	4.945334003	5.201823799	
HMX1	0.05482283	5.137887173	5.337272741	
MPST	0.215527214	6.428314848	7.465708649	
1110017O22RIK	-0.050773173	7.518130603	7.257798817	
B3GAT2	0.002577212	4.568711494	4.576898155	
OTOA	0.006776301	4.651070293	4.673014715	
CRI1	-0.375036249	7.917864222	6.103065414	
BC004636	0.018369164	7.620337174	7.718111841	
PHCA	0.050118714	10.89226851	11.27766496	
NT5C1B	0.030858503	4.784863975	4.888528354	
ETFDH	0.206020976	7.019737969	8.098819449	
LIN7C	-0.108931095	6.498842225	6.025485588	
C6.1AL	0.053439675	4.898112467	5.083325728	
OLFR186	0.037843218	4.55197628	4.673224388	
OLFR1447	0.013681175	4.608694129	4.652701854	
EDA	0.048356957	4.827243838	4.99212885	
BCAS3	0.141091354	9.879205185	10.89521212	
1700025G04RIK	0.038595872	9.866785012	10.13458104	
2810439K08RIK	0.128883276	7.779969323	8.507918479	
CD248	0.038063439	4.85411593	4.984156577	
OLFR374	0.024940071	4.528806346	4.607951451	
PLEKHC1	0.037385992	4.605192069	4.726353239	
CDH16	0.012797891	4.628600951	4.669932203	
BC021608	0.003785055	4.592161848	4.604251934	
SLC16A1	0.060387148	4.685254059	4.885955251	
OAS2	-0.527471652	7.854981314	5.44648425	
ITGA5	-0.061903682	8.585602989	8.224580568	
TFPI2	-0.037478663	4.659786075	4.540035489	
CRYBB2	-0.049406296	4.750279712	4.59001974	
FRDA	-0.048397819	7.443619806	7.197722224	
RSHL2	0.238455228	8.415407931	9.929696265	
LRRN2	0.08132665	4.641034807	4.910750563	
2210412K09RIK	-0.054424905	8.553705252	8.236661763	
CAR5B	-0.230342741	7.653881541	6.522940596	
ITM2B	-0.069465117	9.226213125	8.792030352	
EIF4EBP1	0.188890279	12.16046599	13.86295083	
RNUT1	0.160686764	9.320919797	10.4202806	
H2-M3	-0.572756668	10.22361172	6.870373236	
FNTB	-0.127059804	10.46986789	9.586370244	
OLFR1384	0.016843989	5.162637096	5.223383444	
SLC25A27	-0.029534936	4.720062523	4.624212879	
AP1S2	-0.036682773	4.864219139	4.741846855	
H2-OB	-0.206222462	5.319273937	4.609435395	
9530009G21RIK	-0.003255116	4.597609111	4.587224801	
1700026D08RIK	0.122793292	4.515518915	4.917570522	
GTF3A	-0.065255402	10.51479527	10.04934778	
F830003B07	0.016886633	4.547049875	4.600703181	
SON	-0.064126836	5.681802183	5.434345734	
CPA1	0.034443365	4.666228629	4.77921377	
5730470L24RIK	-0.022412771	4.620402133	4.549023105	
SULT1B1	0.004906151	4.645969126	4.661829562	
SNRP70	-0.193162372	9.823755448	8.591451318	
A430056A10RIK	0.005750042	4.63781471	4.656376122	
ORS16	-0.00614496	4.60704657	4.587422722	
TEX21	-0.021199181	4.670881359	4.602602652	
PSMB4	-0.048256795	13.8024987	13.34812513	
B230373P09RIK	0.0528783	4.597207386	4.769205621	
ELA3B	0.012850311	4.692732282	4.734807363	
MRGPRH	-0.032613314	4.804383564	4.696771358	
KRT1-23	-0.006419356	4.718202773	4.697211096	
SIRT6	0.146248967	5.678551412	6.285453398	
PSME1	-0.093494596	11.55611205	10.83033535	
DMP1	0.03060084	4.631779403	4.731287251	
MYO1B	1.032668469	4.928282944	10.09276275	
OLFR909	-0.025145368	4.675885717	4.594920982	
GSPT2	-0.190613157	7.1824376	6.292252874	
1700027J05RIK	0.124132646	5.655342212	6.164386308	
ATG4C	0.059043369	5.782964454	6.02496407	
SBSN	0.219894221	4.928744628	5.741899997	
IL23A	0.099674489	4.853255342	5.201132114	
ADAMTS12	0.021572636	4.651616949	4.721845923	
OLFR710	-0.002072975	4.765658374	4.758801269	
6330577E15RIK	-0.054381377	8.463142969	8.149698439	
4933405K18RIK	0.022300293	4.462197183	4.531862692	
2700091N06RIK	-0.213967671	7.23281245	6.234483932	
RAD1	-0.115682007	8.064140076	7.441994495	
HOXC8	0.194654382	5.209956214	5.963978673	
BC040774	0.007030462	4.664726466	4.687562683	
RPS15	0.024334245	12.69379173	12.90988663	
1810007E14RIK	-0.021647526	4.69858463	4.628460109	
4631426E05RIK	-0.007838428	4.641798839	4.616593293	
HCN1	0.02274674	4.50967468	4.581500405	
SELK	-0.00954819	10.43397235	10.36507923	
GRP	0.004351002	4.555510533	4.569300371	
CBFB	-0.174358493	11.05865288	9.798613717	
AANAT	-0.010373774	4.584632984	4.55171353	
SNX8	0.022314674	12.29399778	12.48578747	
COX7B	0.240665881	7.381860392	8.723763047	
EPAS1	0.003920709	4.714488836	4.727345703	
GPR77	-0.190284117	5.515615467	4.832832314	
DNAJC5	0.003230349	10.90142456	10.92588378	
IL16	-0.516023951	6.973100779	4.873257458	
PFDN5	0.030065737	12.66855915	12.93555248	
CEECAM1	-0.351648951	7.688263473	6.023035608	
4631403P03RIK	-0.102111811	5.296885551	4.934256621	
SFRS8	0.079767032	5.403848846	5.711611894	
3110037I16RIK	-0.009902252	8.359638284	8.302388143	
LY86	-0.844160662	11.25065625	6.262577282	
2600011C06RIK	0.079713771	4.885365219	5.163462841	
OLFR156	-0.026120997	4.743653414	4.658359694	
OLFR385	0.026261875	4.599808569	4.684490917	
2310061I09RIK	0.039294588	7.845313944	8.06220897	
ELF4	-0.005310952	5.228560424	5.209311313	
HDH	0.107564549	6.30433285	6.793112095	
OLFR513	0.010675919	4.563079129	4.597045358	
9130214H05RIK	-0.005481601	4.57725381	4.559857353	
IDB1	-1.176752073	11.73925696	5.1872395	
FHOS2	0.363405324	5.079820406	6.537844567	
OLFR768	-9.10E-06	4.654220346	4.654190931	
4432409M07RIK	-0.301032346	9.08681692	7.37362597	
PTBP2	-0.023350787	4.626715085	4.552271464	
ARHGAP22	-0.508478448	9.693969416	6.811535666	
CYP3A41	0.007289964	4.516319196	4.53924865	
CCNA2	-0.357499763	6.063088481	4.730143139	
4832406C22	-0.006322074	4.687403854	4.666864267	
PABPN1	-0.04489705	12.14552564	11.77306803	
DXIMX50E	-0.153165622	7.052929218	6.34151616	
GPR89	0.028445487	8.882479864	9.059552005	
GNG10	-0.197768754	11.47172518	10.00089302	
HCN2	-0.016588596	5.776680487	5.710524348	
MYH9	-0.143293069	12.42918791	11.25306308	
FASTK	0.290822489	7.05441567	8.632164683	
CDC5L	-0.071309869	8.708679468	8.288207725	
RASSF4	-0.463688945	10.17247181	7.37361316	
LRP11	0.032155006	8.196948623	8.381920019	
5830457H20RIK	0.01189964	4.499900183	4.537252584	
4930432K21RIK	-0.013415324	4.800233653	4.755711603	
PSMD5	0.060762155	6.583376653	6.867001468	
SLCO6C1	0.010380856	4.63556894	4.669116502	
PCDHGC5	0.010322533	4.55723537	4.590031287	
EPHB1	0.026059499	4.519979088	4.602547887	
SACY	0.002166114	4.675986802	4.683027795	
9930109F21	-0.03845864	4.726087119	4.601502818	
MRPS24	0.018747795	12.79180998	12.95925487	
ING1L	-0.208382195	5.975930526	5.170866251	
AGA	0.041997329	4.542116376	4.676577597	
AI987944	0.284273373	5.368014696	6.53932884	
AI256711	-0.112744882	5.393992056	4.987756707	
KLRA6	0.000475364	4.626539647	4.628067625	
PFN1	-0.011911126	13.33268088	13.22297502	
CTRL	0.112861164	5.25951171	5.688295535	
MRPPLF4	-0.01831434	4.595243806	4.537151891	
SEMA3C	-0.023340307	4.966727579	4.886860542	
1200007B05RIK	0.124537815	5.494166478	5.99041349	
F730108M23RIK	-0.072280522	4.997623535	4.752917585	
IRF8	-0.927624334	9.661765958	5.074673015	
2400001E08RIK	0.05739383	11.69444587	12.16946248	
OLFR518	0.009669942	4.659781273	4.691186517	
MRGPRE	0.03335227	5.391961183	5.518298605	
OLFR215	0.024562902	4.532702663	4.610707544	
EIF4EBP2	0.080317559	8.950841674	9.463856417	
CYP21A1	-0.01542092	4.673763393	4.623965417	
CATNS	-0.083192055	4.917777524	4.641658122	
RNF3	-0.10397556	7.74028918	7.201376077	
OLFR1104	0.06775193	4.53510856	4.753647577	
BC032925	0.036865714	4.646620205	4.767145885	
1700020O03RIK	-0.19298331	5.98575515	5.235055938	
CD200R3	-0.031603241	4.658011508	4.556867321	
QSCN6L1	-0.020027021	4.614328713	4.550578795	
ITIH2	-0.040360549	4.887456905	4.752345365	
MCM7	-0.407554399	7.972724798	6.00817841	
CDV3	-0.020504467	12.43327538	12.25767475	
HBQ1	-0.07366119	4.84160359	4.600107802	
SMYD2	0.13071697	8.365150378	9.159430064	
2810021O14RIK	-0.039811953	11.64444597	11.32723218	
1700069O15RIK	-0.067735742	5.956073382	5.682435268	
CIAPIN1	0.154015994	9.401734086	10.46208316	
PKIA	0.04368124	4.781716819	4.929016848	
FIBP	0.10047297	9.317463194	9.990205432	
KCNB1	-0.003737605	4.59237294	4.580464955	
0610010K14RIK	-0.062528526	8.376979506	8.021240291	
CD38	0.015234179	4.665683054	4.715317658	
AW552001	-0.018996059	4.636186119	4.575410483	
BC031593	0.016648025	4.537275602	4.590052961	
DYSF	-0.007891038	4.69000587	4.664368658	
THOP1	-0.074668768	8.768309927	8.32553292	
EDNRA	0.024668767	4.603481361	4.683045978	
AGRN	0.257392408	8.417301329	10.0632905	
LRRC20	0.30706315	7.257407467	8.981139369	
ASB13	0.054356232	6.663486395	6.919719181	
2300002O18RIK	0.055897365	4.830163422	5.021376405	
ARPP19	0.084146815	8.639802562	9.159315364	
2610042O14RIK	-0.013021786	7.397582447	7.331022339	
9930022N03RIK	-0.452707055	6.701396291	4.893819549	
GPX2	-0.11912175	5.361248849	4.935566587	
OLR1	-0.00068649	4.606950033	4.604753634	
RENBP	0.062691443	11.42769885	11.9356741	
COMMD8	-0.275022124	8.689627376	7.179699554	
MMD	-0.31067144	12.0313145	9.698507655	
RAPGEF5	-0.199335194	9.20399768	8.014947981	
ELA2	0.071231207	4.635398203	4.87051529	
TDO2	-0.023667533	4.805841477	4.727481701	
TEBP	-0.028546486	9.965502973	9.770058527	
SNX11	-0.048175659	10.94820535	10.58832215	
ACTG1	-0.029006874	4.853599616	4.756788427	
1700011J18RIK	0.054176316	4.590010175	4.766034866	
OLFR507	0.063531828	4.510335618	4.713845303	
CAPZA2	-0.039524632	5.024020009	4.887978087	
SLC11A1	-0.31249552	12.35840553	9.949629689	
TBL1X	-0.075756578	9.999097827	9.4870764	
PCCA	0.217461414	8.427246761	9.799867907	
FUS	-0.202153591	10.19884306	8.864057391	
4930511J11RIK	0.365008846	4.673158276	6.021390494	
SLC9A7	0.158851082	5.954198675	6.648417796	
ADHFE1	0.108244558	4.819323613	5.195604477	
AHSA1	-0.051456363	11.21146324	10.81828262	
APOBEC2	0.006777888	4.606841457	4.628582752	
A330090H18	-0.040545723	4.609075126	4.481067132	
5730409F24RIK	0.139554917	7.188793326	7.919940366	
CD33	-0.544563448	6.975729649	4.779408071	
PRSS19	0.017030727	4.776351551	4.83318829	
SLC35C1	0.007288097	8.457650545	8.500535006	
TALDO1	-0.025326375	14.09682823	13.85134521	
AMN	0.018839285	4.779685863	4.842641639	
SIGLEC5	0.050730535	4.567932901	4.731773833	
BC023055	-0.146889388	5.078193007	4.58563433	
COL10A1	-0.018998001	4.638730319	4.577915227	
SNAPC4	-0.094549003	7.443652647	6.970830031	
PKLR	-0.032587659	4.707764802	4.602394261	
ACTL7B	-0.017103239	4.587311052	4.533131429	
RPP38	-0.000695932	8.116087376	8.112168434	
SLC25A30	-0.1181296	8.042213327	7.409159694	
CAPN7	0.027544382	9.82104625	10.01054689	
OLFR1337	0.00187222	4.792574855	4.798811317	
2010016F14RIK	-0.019386153	4.700299832	4.637428741	
FGFR1	0.122165847	4.590150361	4.996654373	
TAS2R115	-0.014812441	4.660985963	4.613273366	
OLFR495	0.033536322	4.781985601	4.894682999	
9130413I22RIK	0.006465866	4.624786351	4.645605138	
2310067G05RIK	-0.001758202	4.860348078	4.854416237	
PNMA3	-0.008554483	4.684795549	4.657040056	
KDELR3	0.10873706	4.59448632	4.954943422	
HOXB6	-0.016856728	4.585842829	4.532456607	
OLFR969	-0.004596419	4.736593432	4.721494873	
C730026E21RIK	0.095314876	8.18411828	8.743764629	
RPS17	-0.01301213	14.06425194	13.93788247	
2310046K01RIK	-0.139696415	6.140038266	5.57245212	
RPGRIP1	0.011997626	4.622434332	4.661118845	
PHOX2B	0.020174699	5.150909646	5.223586967	
DLX3	-0.008658744	5.079629752	5.04917438	
ALAS2	0.000544201	4.560252517	4.561976793	
HARSL	0.059013033	4.731063998	4.929016883	
R3HDM	-0.084465808	5.595735555	5.276958054	
4933411G11	-0.025573731	4.602211093	4.521173751	
MYBPC2	0.035947352	4.592473144	4.708592731	
KITL	0.032578938	5.187225566	5.305924493	
TEF	0.005539575	6.356033401	6.380524308	
AQR	-0.150727457	7.946514523	7.157197533	
LALBA	0.090721955	4.529328666	4.823944483	
SCARF2	0.14251384	6.741848738	7.442871698	
SIRT2	0.027931633	8.997959287	9.174059192	
PRLPL	-0.007418102	4.594063112	4.57045053	
BARX2	-0.004563181	4.773698266	4.758591543	
ISP1	-0.014976132	4.631607437	4.583673694	
HIST1H2BE	-0.030987341	4.856254768	4.752848016	
1700111A04RIK	-0.004793924	4.585360341	4.570115784	
BC048355	-0.063666535	7.762527206	7.426981724	
PON1	0.00354424	4.708737253	4.720343932	
FASTKD2	0.095660932	4.729900963	5.054844046	
1810010O14RIK	0.032084984	4.505537036	4.607085864	
FBXW7	-0.076972665	5.996823744	5.684738781	
RNF38	-0.060779677	5.35963451	5.138114766	
1700008I05RIK	0.031796121	4.724427492	4.829929725	
CNTN4	-0.012333188	4.588922959	4.549775648	
C130050O18RIK	0.226038489	7.893494122	9.234075841	
OLFR31	0.01866324	4.779871027	4.842237105	
OPTN	-0.019689348	5.961809624	5.880862283	
BCAR3	0.384338235	5.935735498	7.750736222	
2610300B10RIK	-0.290711773	10.96225414	8.959802782	
BC057371	0.009815482	4.805686124	4.838561709	
MBD2	0.002408922	4.526435759	4.534016743	
SLC6A3	0.006431769	4.597036247	4.617621015	
PDK3	0.23209221	8.528356495	10.01861596	
MLLT7	0.001324707	4.638435784	4.642706017	
IDUA	0.169006872	6.197591113	6.969097099	
AXOT	0.032731451	6.916455406	7.075397033	
SPESP1	-0.013226492	4.738577825	4.695242264	
DHX16	-0.051704435	5.626341947	5.427919163	
4930519N13RIK	-0.308201384	6.669334751	5.384551563	
NUTF2	-0.000930882	9.23233833	9.226376743	
NPAS1	0.010580329	4.592387324	4.626264038	
NPFF	-0.011704577	4.685373304	4.647433875	
THEG	0.089976453	5.057162242	5.383248373	
AIPL1	0.012039585	4.900829409	4.941982762	
3010001K23RIK	0.000170908	5.625219106	5.625886718	
9430097H08RIK	-0.128320899	5.025133182	4.59662142	
IQCF4	0.097864852	4.699810172	5.030384407	
PEG3	-0.000999848	4.5606317	4.557465157	
DQX1	0.003100673	4.607709933	4.617645094	
HIC2	0.07097105	5.540818515	5.820710019	
DHX37	0.054716819	7.435796148	7.72361496	
TCP1	-0.009931414	10.81235857	10.73811404	
CHX10	0.044846228	4.733078089	4.882832346	
HRMT1L2	-0.055340307	12.47543489	12.00557564	
BCL2L14	0.004680115	4.676514426	4.691742204	
NXN	-0.2603695	7.904276534	6.59742423	
NRIP1	-0.009144854	4.647182367	4.617755109	
DRG2	-0.019182795	9.777681211	9.6484007	
PGLYRP3	-0.031335993	4.677220824	4.576509957	
SRC	0.687087198	5.190402347	8.36280163	
MOSPD3	0.136066336	6.890253939	7.572721791	
D630003M21RIK	0.273520117	4.782004755	5.782352721	
MCFD2	0.01863843	6.872072048	6.96155955	
GALT	0.283787152	8.524845132	10.38020438	
AW121567	0.02732965	4.548853208	4.636036878	
CFC1	0.0160016	4.702217907	4.754774226	
2810048G17RIK	0.075391017	4.642991391	4.892608417	
CLIC5	0.423196471	4.667961557	6.262656136	
HSPB7	0.017832422	4.828463485	4.888640422	
CEBPZ	0.053510701	4.695857844	4.873679217	
ABCF3	0.022264948	9.521484411	9.669723661	
ARF5	0.065492736	9.967489148	10.43086649	
ABHD3	-0.121526391	5.674381593	5.215166519	
PBX4	0.307799999	4.685435642	5.802097947	
