!Series_platform_id				
GENE	rna	wildsubtype~osteoclast~precursor~MsubCSF~24H~rep1	wildsubtype~osteoclast~MsubCSF~RANKL~24H~rep1	@OC_up
APC2	-0.005877312	0.019295	0.015151	
R3HDM1	-0.646414832	24.417	15.238056	
KRT25	0	0	0	
LRPPRC	0.840612452	18.36204	33.673739	
TBCEL	0.337469959	4.414201	5.841053	
KRTAP10-4	0	0	0	
AKR1B8	-0.427666813	273.419634	203.020892	
PPP2R5D	0.217612744	30.753704	35.923457	
HBQ1A	0	0	0	
1700030F04RIK	0	0	0	
GM10789	0.008100693	0.013006	0.01871	
LCP2	-0.116501853	41.425218	38.133936	
ALDH7A1	-0.236942351	3.736997	3.01954	
GM597	0	0	0	
ZFP366	-0.00340538	0.044686	0.042223	
FBXO48	0.216400426	1.67066	2.102856	
OLFR893	0	0	0	
UBXN11	0.337122965	0.509283	0.906579	
SSR2	0.302793035	79.826549	98.701989	
TSTA3	0.267682363	23.753167	28.799652	
MFSD8	-0.224828616	3.597711	2.934246	
GJD3	-0.063671362	0.045122	0	
MIR7B	0	0	0	
1300017J02RIK	0.017374741	0.013778	0.026061	
SPHKAP	0	0	0	
NANP	-0.014861725	8.26332	8.168385	
1700054A03RIK	0	0	0	
ARID5B	-0.046792735	2.307524	2.201968	
C530008M17RIK	0.008909151	0.030114	0.036495	
NT5C1A	0	0	0	
LY6H	0	0	0	
DALRD3	0.368490882	6.441225	8.606634	
NEK4	0.819379265	2.159818	4.575962	
AADACL3	0	0	0	
AU022793	-2.107881537	4.850563	0.357257	
OLFR1298	0	0	0	
TTPA	0.038054951	0.020029	0.047293	
CYFIP2	-0.833541689	2.292936667	0.847831333	
THBS4	-0.013665205	0.009517	0	
CDH20	0.035928355	0.006015	0.031383	
KCNA1	0	0	0.003066	
ABHD3	0.992139234	1.746487	4.463126	
RNMTL1	0.765156089	5.030279	9.248784	
TMEM110	0.197313025	3.261429	3.885988	
GM10142	0	0	0	
OLFR223	0	0	0	
2010107E04RIK	0.223245611	261.90868	305.908241	
NUDC	0.671429921	124.765922	199.301188	
MYH11	0.021392829	0.0044605	0.019466	
RFC5	0.519278787	27.080066	39.245434	
LCE3B	0	0	0	
XRN2	0.33996202	34.239928	43.603997	
BC048562	0	0	0	
MCPT4	0	0	0	
SRSF1	0.593099536	26.9532795	41.167079	
PRRG3	0.00030931	0.0003705	0.000585	
ZFP101	-0.184060071	4.414767	3.766199	
GSTM6	0	0	0	
TMEM242	-0.175622071	48.249601	42.604891	
SLC37A3	-0.939861986	5.306658	2.287552	
SRPX	0	0	0.011978	
ID1	-3.816049628	132.965115	8.511441	
GM5122	-0.083722605	0.059749	0	
MAS1	0	0	0.035633	
RSPH1	-0.184926306	0.297691	0.141571	
TAS2R131	0	0	0	
PNP	-0.699989765	66.403244	40.491858	
FLT3	-0.25140232	0.413233	0.187228	
OLFR923	0	0	0	
CRIM1	-1.00849648	1.591109	0.287947	
ANGPTL2	-1.358246939	10.55789	3.508224	
CST6	0	0	0	
RHEB	-0.32076866	55.544152	44.27169	
CASP8AP2	0.273450941	2.716806	3.492487	
RXFP3	0	0	0	
ESP36	0	0	0	
ACADVL	0.526819743	23.141533	33.781907	
OBSL1	0	0	0	
A930019D19RIK	-0.055467951	0.189361	0.144501	
OLFR220	0	0	0	
OLFR1196	0	0	0	
SLC51A	0	0	0	
PDCL3	-0.131051028	28.406057	25.85261	
H2-M9	0	0	0	
CACFD1	0.319201556	2.239362667	3.041558	
HILPDA	1.12247769	4.606751	11.20705	
CRIP2	0.669280795	0.208003	0.921063	
MPO	-0.349968659	30.348351	23.595952	
GM10272	0	0	0	
PUF60	0.145720045	24.22074367	26.90127133	
CRISPLD1	-0.011666675	0.020969	0.012746	
OLFR705	0	0	0	
CCL27B	-0.009507702	0.006612	0	
FAM188B	-0.050051166	0.1745435	0.134494	
PLEKHG3	-0.310222113	12.88506	10.198545	
LUZP1	-0.529793943	11.18443	7.43959	
ABCA7	-0.295604953	10.986401	8.765688	
NOX3	0	0	0	
DHRS2	0	0	0.025371	
MIR6409	0	0	0	
SCN1A	0	0	0	
IL1RAPL2	0	0	0	
ZYG11A	0	0	0	
OLFR1342	0	0	0	
PLCH1	0	0	0	
ORM1	-0.197785443	0.202603	0.048535	
SIAH1A	0.108256928	4.463824	4.889593	
RPS17	0.434055709	1313.128213	1774.421715	
OASL1	-0.124645459	9.303734	8.450888	
PABPC6	0	0	0	
OLFR930	0	0	0	
IL6	-0.002170564	0.032334	0.030782	
B3GALNT2	0.305236873	6.679049	8.488398	
KIF23	-0.201619991	30.952659	26.785188	
SETD2	0.390710046	9.283187	12.481654	
FFAR4	0.121436997	0.024006	0.113932	
TNFRSF1B	-0.930917644	24.70969	12.485365	
CCDC66	0.210388928	4.535081	5.404089	
TRAP1A	0	0	0	
OLFR25	0	0	0	
PCDHB12	-0.014472418	0.010082	0	
CCRL2	-0.242088276	0.353722667	0.144600333	
STIP1	0.507575398	83.445932	119.053314	
D17ERTD648E	0	0	0.038335	
SFTPB	0	0	0.010508	
LSM4	0.454328924	66.206003	91.081991	
TMEM47	-0.021071735	0.014713	0	
PCDHA4-G	0	0	0	
OLFR521	0	0	0	
DNAJC1	0.330124199	3.1101935	4.167013	
VMN1R66	0	0	0	
GM6787	-0.065339372	0.137004	0.086658	
ARF6	-0.538404563	103.586074	71.01085	
MTSS1	-0.36971804	13.855211	10.496949	
UFD1L	0.164522333	9.9033675	11.220439	
GM10371	-0.005426552	0.016159	0.012344	
H2-T10	0.061521726	0.6728675	0.7457475	
MAPK4	0.10896661	0.006469	0.085432	
ARHGEF17	-0.01125205	0.04827	0.040126	
MIR207	0	0	0	
SIGLECH	-0.101243019	0.455396	0.356763	
PRDX4	-0.080985251	92.701758	87.586746	
CIT	0.050361165	3.465585	3.624221	
4930519F16RIK	0	0	0	
INMT	0	0	0	
PGPEP1	0.083955616	3.872399	4.164354	
GM13051	0.147454236	0.09677	0.214797	
CLVS2	0	0	0	
RBM12	0.575438155	4.7140825	7.5147255	
BEST1	-0.145824814	0.106363	0	
POLR2A	0.773859988	43.859528	75.702544	
MIR669I	0	0	0	
ZFP780B	0.261149144	1.131335	1.554262	
ZBTB17	0.626065728	6.512799	10.594882	
CUL7	0.324170675	2.094661	2.874344	
GM11213	0	0	0	
NCR1	-0.032342095	0.022671	0	
CWC27	0.163332862	11.482861	12.979197	
NLRX1	-0.215168146	2.712295667	2.197941333	
2810417H13RIK	-0.043841477	65.813213	63.813393	
GM21319	-0.044041969	0.035345	0.004216	
NMI	-0.465069418	2.574112667	1.589216667	
TAS2R135	0	0	0.03574	
GABRA6	0	0	0	
1700041A01RIK	0	0	0	
CNTNAP2	0	0	0	
KRAS	-1.19661676	22.491469	9.249263	
GM10516	0.040237911	0.268059	0.303924	
CD300LF	-2.478462059	10.3264545	1.032369	
GM16982	-0.048504493	0.236198	0.195327	
PRSS32	0	0	0	
NADK	1.373645327	31.63342	83.5611805	
TMPRSS5	-0.002324888	0.030933	0.029273	
RPL9	0.365301973	835.896987	1077.04988	
EIF3F	0.42575593	122.796874	165.293389	
CASZ1	-0.140682634	0.1910055	0.080349	
SDHAF2	0.674251015	11.755604	19.354986	
NLRP9A	0	0	0	
ZFP202	0.065761325	1.755402	1.883906	
ANXA7	-0.054514744	27.465797	26.410236	
MIR6994	0	0	0	
WDR20RT	-0.00737988	0.058742	0.05334	
GM16063	0	0	0	
CRYGE	0	0	0	
OLFR638	0	0	0	
SHC4	-0.662045152	0.915041	0.210271	
UBR4	0.378032492	14.291089	18.871815	
OLFR38	0	0	0	
FUT9	0	0	0	
TONSL	0.452476699	5.701443	8.17017	
SARNP	0.457014288	50.863854	70.19341	
LRRC25	-1.599519053	111.820156	36.229181	
MIR1195	0	0	0	
MMP16	0	0	0.006155	
ARHGAP20	0	0	0	
GM12633	0	0	0	
2810410L24RIK	-0.001412255	0.018988	0.017991	
ZBTB12	0.722887575	3.691884	6.743871	
ADHFE1	0.120566047	0.0985835	0.1943375	
MIR467A-1	0	0	0	
OLFR373	0	0	0	
PRL2C3	0	0	0.224723	
PTGFR	0.021238289	0.00943	0.0244	
SPTLC1	0.180265697	19.005884	21.668518	
GM15140	0	0	0	
SPCS2	-0.32290574	48.485734	38.561769	
RBM25	0.462968744	29.121708	40.519018	
RTP3	-0.018172666	0.012676	0	
MIR6965	0	0	0	
HPRT	-0.434295029	144.665936	106.800847	
SH2D1B1	-1.14454853	2.721125	0.683181	
PSMF1	0.230789531	8.948698	10.674568	
IQCH	0	0	0	
TMEM208	0.031670454	51.929824	53.104602	
CCL6	-3.450044923	94.25821	7.716365	
TDRD7	-0.264927968	9.673683	7.883069	
ACBD5	0.001745263	3.607767	3.6133445	
MIR7035	0	0	0	
RNU73B	0	0	0	
9430083A17RIK	0.078285827	0.020482	0.077387	
DENND5A	-0.446844715	28.839845	20.891872	
IL2	0	0	0	
PTPN18	-1.559180795	28.915951	9.15179	
TMEM101	0.159738299	9.111374	10.295259	
A330023F24RIK	-0.184395989	0.234346	0.086246	
9330178D15RIK	0	0	0	
RPL10	0.214926947	1437.863888	1669.010382	
ADCY2	-0.617111249	0.626533	0.060459	
GJB4	0	0	0	
DPPA2	-0.023509443	0.016429	0	
ANKRD10	0.454382312	2.5472914	3.8604846	
GM5801	0.354562721	38.804847	49.894397	
RSAD1	0.388233537	0.433677	0.876382	
GM3219	-0.084179235	3.680256	3.414984	
OLFR164	0	0	0	
TRAPPC2L	-0.409098018	74.486594	55.848506	
PGRMC1	0.038025352	42.19529	43.348932	
GREB1	0.005688197	0.007457	0.011437	
OLFR1453	0	0	0	
GM6484	-0.002650766	0.043208	0.041293	
KLRG1	0	0	0.116807	
MIR6953	0	0	0	
TMEM173	-1.275889782	6.263508	1.999613667	
OLFR854	0	0	0	
DDX55	0.507170517	2.4518835	3.906024	
GM20740	0	0	0	
RHOT1	0.079785065	4.321853667	4.624457333	
TRIM29	0.035224384	0.076056	0.102652	
RND2	-0.411151361	2.917008	1.94568	
CAMK4	-0.03744314	0.047592	0.020753	
GM12070	0.397771903	189.658607	250.187307	
TAF8	0.144645777	6.448805	7.23435	
GM10336	0.638469726	6.652587	10.912607	
PDDC1	0.361731843	13.840441	18.069484	
KNOP1	0.624875804	2.891172	5.000491	
OLFR943	0	0	0	
CMIP	0.255119928	18.5729085	22.358993	
NIPSNAP1	0.524904276	3.383473	5.307108	
GM16675	-0.186949187	1.024032	0.778034	
AY512931	-0.082148752	0.071628	0.012313	
4930430J02RIK	0	0	0	
AAR2	0.189276679	4.5562155	5.335152	
MEGF11	-0.000818823	0.0318925	0.031307	
OLFR683	0	0	0	
SYNGR4	-0.121209112	0.2074845	0.1101815	
LRRC24	0.106246104	0.268585	0.365535	
ALDH1A7	0	0	0	
DEFB43	0	0	0	
S100Z	0	0	0	
SEMA3G	-0.012889279	0.02458	0.015467	
ZFP7	0.629623347	1.689552	3.16117	
PTH	0	0	0	
ATG4C	0.093297782	2.997488	3.264544	
PPP1R42	0	0	0.022147	
MINOS1	0.375852031	10.8504025	14.3771495	
CENPB	-0.236061866	139.253452	118.083573	
MAGEE2	-0.011100286	0.054718	0.046634	
HAND2	0	0	0	
GM21541	0	0	0	
OLFR156	0	0	0	
OLFR520	0	0	0	
RERG	0	0	0	
GYPA	0	0	0	
KRT17	0	0	0	
OLFR788	0	0	0	
SNORA7A	0	0	0	
DDX31	0.306930448	7.817539	9.907938	
ADAMTS13	-0.014133118	0.44078525	0.42673975	
TEX19.2	0	0	0	
SVAL1	0	0	0	
1700003F12RIK	-0.136426934	0.270037	0.155441	
ZKSCAN2	0	0	0	
LRRC38	0	0	0	
SORCS2	-0.000424903	0.005171	0.004875	
HOMEZ	-0.045174345	0.436194	0.39192	
SNX10	0.454712529	11.71700433	16.42877767	
COL6A4	0	0	0	
TCEANC	0.249323904	0.631005	0.938694	
ZBTB18	0.510000982	4.103969	6.268313	
SLFN5OS	0	0	0	
PMEL	-0.026563051	0.118527	0.098121	
GM14325	0.332646338	4.641609	6.104598	
CSTA	0	0	0	
NDST2	-0.28240952	16.876319	13.698207	
ACY3	0.008581511	0.0991495	0.105707	
EPRS	0.585537127	42.337212	64.031715	
AI182371	0.046347933	0.044754333	0.078863	
ADCY4	0.069983381	0.008941	0.05909	
VMN2R67	0	0	0	
CHL1	-0.005606271	0.004788	0.000891	
OLFR172	0	0	0	
DACH1	-0.106021275	0.1360065	0.055517	
XRCC1	0.23883227	17.975279	21.391534	
3110057O12RIK	0.443238286	0.692132	1.300712	
PIP5K1C	1.096469112	8.5940815	19.51509325	
TMEM70	0.364639649	8.3268035	11.008819	
NEIL2	0.073952518	0.10013	0.157993	
GM12504	0.295219708	0.281546	0.572549	
PSCA	0	0	0	
CCDC106	-0.073034641	0.844066667	0.753036667	
UNC13A	-0.053351452	0.077235	0.038126	
OLFR285	0	0	0	
HOXA1	-0.732303058	1.470664	0.487197	
NGFRAP1	-0.034031411	10.648311	10.376757	
5730488B01RIK	0	0	0	
ARL8B	0.353854805	69.014085	88.475952	
NXNL1	-0.048603876	0.077593	0.041894	
MRPS12	0.587738552	21.788263	33.248232	
TNP1	0	0	0	
ZFP382	-0.133295872	1.764605	1.520618	
SIAH2	-0.263254211	6.833507	5.526928	
HUNK	-0.01816996	0.029685	0.016798	
OLFR743	0	0	0	
CTRC	0	0	0	
TTC1	-0.045831241	26.079009	25.232289	
GM6938	0	0	0	
1700026F02RIK	0	0	0	
TBC1D32	0.264069965	1.042097	1.452276	
GM10433	0.09762568	0.048149	0.121531	
4930503E14RIK	0	0	0	
PPEF1	0	0	0.035507	
RAB40C	-0.164841018	12.954835	11.448087	
FAM89A	0.073350498	0.205544	0.268422	
CXCL14	-2.66970966	119.690014	17.967437	
PLET1	0.642822889	0.074733	0.678068	
NXN	-0.087233394	1.503484	1.356595	
CEBPD	-1.151224682	11.658084	4.699212	
WRNIP1	0.758117849	7.314559	13.06227	
ITGAX	0.34547511	7.778685	10.153928	
SPIN1	0.170995953	1.7742664	2.1233674	
NR6A1	0.054837317	0.115655	0.158877667	
4930471M09RIK	0	0	0	
NNMT	0	0	0	
MIR543	0	0	0	
TMC5	0	0	0	
BC053749	0.277221638	1.773564	2.361168	
MIR7667	0	0	0	
NLGN3	-0.002442431	0.031018	0.029274	
SHMT2	1.166116837	23.5473375	54.0859115	
GPM6A	-0.004958188	0.003442667	0	
2410006H16RIK	0.660220383	23.148501	37.162456	
GM8369	-0.156814154	0.148818	0.030494	
TIPARP	0.348617745	6.507429	8.55951	
MYBL1	0.179613516	0.904557	1.157064	
ITM2A	0.363675403	0.439691	0.85245	
RPN1	-0.10381234	109.147826	101.500339	
OLFR617	0	0	0	
KCTD12B	-1.385952925	4.320491	1.035815	
ERCC6L2	0.493322742	1.9361925	3.133229	
ITGB4	-0.00392582	0.00737	0.0046325	
HSD17B3	0	0	0	
GZMA	0	0	0	
RNASEH2B	-0.039474409	26.970624	26.215679	
CYP3A25	0	0	0	
SNORA65	-6.990896698	126.194872	0	
ASPG	0	0	0	
LIMK1	-0.123336389	10.738911	9.777049	
DRD5	0	0	0	
DKK4	0	0	0	
EMX1	0	0	0	
ADRBK2	2.581731097	0.6304765	8.7609715	
NAIP1	0.714048762	0.349329	1.213441	
WDR73	0.808689031	3.207297	6.3695815	
CDKN2D	-1.116138023	41.372834	18.547737	
RTKN2	0.784119549	0.130095	0.94607	
GCK	0	0	0	
MIR5098	0	0	0	
CD79A	-0.422050251	0.889639	0.410357	
RNF113A1	0.640950321	1.025179	2.157975	
A730082K24RIK	0	0	0	
TRP53INP2	-1.292187597	12.16118	4.374123	
SCAP	0.333624449	6.4333975	8.367384	
SLC30A1	-0.011794026	5.102678	5.052992	
COL4A3BP	0.669752376	6.4990915	10.929554	
1700084C01RIK	0	0	0	
MIR7225	0	0	0	
HCN3	0.018809271	0.065309	0.079289	
OLFR1278	0	0	0	
DIABLO	0.438078356	15.00033	20.677224	
1700028K03RIK	-0.027310744	0.1425525	0.121127	
RMST	0	0	0	
JAZF1	-0.752181865	1.3683825	0.4061205	
SYNGR2	0.485565676	114.251978	160.368299	
GM20858	0	0	0	
POLDIP3	0.379932206	30.854247	40.451317	
NOTCH1	-1.201280786	7.376261	2.642744	
GIT1	1.221585871	20.805258	49.850499	
KRT78	0	0	0.008339	
NLGN1	0	0	0	
GM7244	0	0	0	
VMN2R72	0	0	0	
FBXL3	-0.273320597	10.983412	8.91523	
VMN1R229	0	0	0	
TNFRSF14	-0.059825381	4.849615	4.612005	
3010001F23RIK	0	0	0	
CCDC142	0.200197476	2.155669	2.625408	
ZDHHC15	0.069577282	0.107568	0.162292	
MIRLET7I	0	0	0	
1700044C05RIK	0	0	0	
GM14492	-0.425235744	0.768939	0.317359	
BPIFB2	0	0	0	
SLC38A3	0	0	0.004012333	
TEX13	0	0	0.028241	
OLFR1124	0	0	0	
MIR8095	0	0	0	
TSHZ3	-0.067137346	0.053511	0.005608	
SLC6A15	0	0	0	
E2F5	0.234914717	7.425576	8.915531	
TMPRSS11C	0	0	0	
MAPRE2	0.22860504	12.931731	15.32382967	
OLFR1262	0	0	0	
RAB6A	-0.095633497	17.810342	16.6038695	
F830045P16RIK	0.288000496	0.281887	0.565116	
2310002J15RIK	0	0	1.090668	
TRA2A	0.63439357	49.238254	76.984094	
VMN1R131	0	0	0	
MPC1	-0.344312559	64.875268	50.888843	
OLFR1410	0	0	0	
EPB4.2	0	0	0	
SBK1	-0.10244011	2.905709	2.637997	
RANBP1	0.720216361	251.805411	415.478986	
ZFP169	0.107818736	0.202225667	0.295515667	
SMPX	0	0	0	
PFKFB1	0.451573314	1.766239	2.782917	
VILL	-0.000457638	0.005801	0.005482	
2310003H01RIK	0.180174852	7.106287	8.184595	
IKZF4	0	0	0	
VNN3	-0.099004279	0.071034	0	
RHOX4A	0	0	0	
RIC8B	-0.136056201	1.4378525	1.218454	
OLFR971	0	0	0	
RPS18	0.486338492	1512.77823	2119.629162	
NRN1	0.127606422	0.020127	0.114468	
EIF3H	0.343793856	152.017738	193.19321	
RDH19	0.050051468	0.063995	0.101556	
EXOSC1	0.542394126	7.6576795	11.608935	
GM2061	0	0	0	
2700046G09RIK	0.122379257	0.039721	0.131766	
SGPP2	0.016690999	0.037597	0.049671	
SPRR1A	0	0	0	
LIN37	0.134157509	5.84881	6.5162385	
OLFR1451	0	0	0	
NDNF	-1.145601119	1.305407	0.042047	
4930402K13RIK	0	0	0	
DHPS	0.370436222	20.927659	27.346842	
BC024978	0.018769166	0.862954667	0.887349667	
GM20594	0.003350437	0.218041	0.220873	
9330188P03RIK	0	0	0	
OLFR1273-PS	0	0	0	
AP1M2	0	0	0.00883	
GM13497	-0.005367937	0.033427	0.029589	
N4BP2L1	-0.457721116	3.185692	2.047751	
RBMX2	0.30627191	5.804159	7.413399	
UBR3	0.125382225	3.125840667	3.500453333	
COMMD2	0.150729692	10.762675	12.058108	
SPRED3	-0.007159615	0.096281	0.090854	
6230400D17RIK	0.545156252	0.064595	0.553434	
AP5M1	0.005697013	5.126103	5.150342	
VMN2R78	0	0	0	
MIR1199	0	0	0	
EFHC1	0.083074529	0.071195	0.134688	
PIGZ	-0.453977182	1.527632	0.845241	
CDKN2C	-0.860187151	17.511307	9.197529	
TTC3	-0.039853456	4.034895	3.897713	
GLYR1	0.161013765	22.1167	24.846147	
OLFR657	0	0	0	
GM2022	0	0	0	
MRPS26	0.53418161	47.504626	69.240541	
GM5634	0	0	0	
GRB2	0.300843787	79.514634	98.183134	
TRNP1	-0.055702383	0.039365	0	
1700092E19RIK	0	0	0	
DEPTOR	0.568420722	0.9971075	1.9615095	
E030018B13RIK	0	0	0	
ASXL2	0.500750321	2.9639015	4.6087195	
LINGO4	0	0	0	
FGF10	0.020838135	0.019403	0.034234	
LRRC8D	-0.171884274	11.5112115	10.105984	
PLCZ1	0	0	0	
SNORA21	0	0	0	
GSTA1	0	0	0	
PRDM2	-0.02285218	3.8835415	3.806796	
BPIFA6	0	0	0	
DIP2B	0.152931784	3.449188	3.9467255	
ATP5G1	0.547190056	79.7155365	116.9445175	
SSTY1	0	0	0	
VMN1R85	0	0	0	
MLF2	-0.076633252	62.6806545	59.3863265	
FMO3	0	0	0	
PDF	0.296534884	22.562976	27.939834	
CCKAR	0	0	0	
NACC1	0.242829416	31.235173	37.144238	
NAV3	0.00477967	0.003764	0.007095	
RNF167	0.548976839	8.0651	12.262674	
CUEDC1	-0.561532333	0.843277	0.2489715	
ATP5F1	0.353782517	138.608498	177.406636	
ICA1	-0.048838348	1.0474025	0.9792535	
9630028H03RIK	0	0	0	
SLAMF1	-0.111254097	0.091892	0.010855	
COL5A1	0.194426431	0.097428	0.255753	
OLFR1344	-0.104266872	0.074948	0	
KTN1	1.784495689	2.170770333	9.923241	
RPL19	0.477891468	546.7103615	761.799893	
MIR7672	0	0	0	
ENTPD6	0.647979229	6.325537	10.47891	
ADPRHL1	0	0	0	
3110070M22RIK	0.178651147	0.247182	0.411592	
CORO1B	-0.069603097	89.858802	85.579363	
MIR155	0	0	0	
4930545E07RIK	0	0	0	
BOLA3	0.351311763	36.840481	47.27386	
USP40	0.283192137	1.7215695	2.3118355	
OPRK1	0	0	0	
D030045P18RIK	0	0	0.032013	
MICALL2	0.100845708	10.669359	11.514243	
CLRN2	0	0	0	
ATP4B	0	0	0.024139	
IFT80	0.125441534	1.688528	1.932758	
CCR9	-0.003472098	0.03462	0.032133	
FGF1	-0.054502605	0.038501	0	
MIR344	0	0	0	
TWISTNB	0.61531335	10.404208	16.47	
ABHD1	0.826921564	1.913909	4.168972	
ECHS1	-0.142351172	27.965258	25.243722	
OLFR502	0	0	0	
1110028F11RIK	-0.016365095	0.011408	0	
MED31	0.383296278	2.833979	4.00073	
NALCN	0	0	0	
CCDC39	-0.003248239	0.041808	0.039465	
MIR3060	0	0	0	
TMEM2	0.539406703	2.6330655	4.2802055	
ACTR6	0.058004973	6.89203	7.215802	
1700121L16RIK	0	0	0	
ZFP273	0.054283973	0.961473	1.036683	
UBQLN3	0	0	0	
OLFR11	0	0	0	
PLA2G3	0	0	0.04459	
ACAD12	0.093060144	1.399751	1.559647	
2010106C02RIK	0	0	0	
KCNA6	0	0	0	
PAX5	-0.118095219	0.085301	0	
4933402N03RIK	0	0	0	
ATG2B	0.613758824	3.036201	5.17636	
AKAP3	-0.081426891	0.077398	0.018273	
ANK	1.476866794	35.263787	99.937922	
SPRED1	0.811397374	17.3693515	31.236566	
E130304I02RIK	0	0	0	
ARSJ	0	0	0.061799	
ZDHHC18	-0.439682164	30.03237	21.880074	
TDPOZ4	0	0	0	
SULT2A7	0	0	0	
ELAC1	0.206077026	2.489507	3.025311	
NDUFV3	-0.122292087	45.2218515	41.4652565	
A930015D03RIK	0.030417939	0.86414	0.903861	
ATP2B4	-1.05898637	2.2359485	0.5531555	
JAM3	0.017375536	0.048477	0.061181	
CLSTN2	0	0	0	
MIR1197	0	0	0	
NME5	0	0	0	
OLFR907	0	0	0	
BCLAF1	0.400287351	8.542201667	11.59351867	
CFL1	-0.279419143	1825.352595	1503.773321	
HORMAD2	0	0	0.023796	
CCR8	0	0	0	
ITGA2B	-0.223559696	1.023659	0.733162	
BC117090	-0.209232499	0.156073	0	
SUCNR1	0	0	0.237545	
8430431K14RIK	0	0	0	
MYL12B	-0.382784547	179.686143	137.578296	
AP3B1	-0.124825838	26.914062	24.600398	
MYF6	0	0	0	
PRKCDBP	2.55371381	0.17368	5.891189	
GM5803	0.714522121	3.46922	6.33372	
ACYP2	-0.380147911	3.365506	2.354275	
SCARNA13	0.554205938	0.763587	1.589581	
NDUFB3	0.473674257	64.51297	89.974033	
LCN5	0	0	0	
MANEA	0.035923883	5.885297	6.058897	
AA536875	0.006192258	0.029904333	0.034334333	
FBXO40	-0.119006486	0.098645	0.011656	
PEA15A	-1.427129605	109.934481	40.253209	
TRIM39	0.19386197	1.8466565	2.256067	
B020004J07RIK	-0.001222981	0.016113	0.015252	
OLFR203	0	0	0	
GM13547	0.291942211	0.1345	0.388954	
LCN9	0	0	0	
GM12505	0	0	0.519958	
4933411G11RIK	0	0	0	
MDGA2	0.002111908	0.002775	0.004244	
OLFR624	0	0	0	
BCHE	0	0	0	
A630023A22RIK	0	0	0	
MIR331	0	0	0	
TOR1AIP1	-0.715819431	14.340766	8.340366667	
GM12830	0	0	0	
MAP1S	-0.250123709	27.136508	22.65786	
1700095A21RIK	-0.04685003	0.033007	0	
RPA2	-0.149967645	34.777607	31.245308	
ADSSL1	-0.722173679	76.569316	46.021234	
DEFA20	0	0	0	
GNB4	1.241465121	2.968602	8.383304	
YIPF5	-0.295559346	19.443506	15.656477	
D930007P13RIK	0	0	0	
TRMT1L	0.39704453	10.051892	13.553215	
GM8883	0	0	0.0166925	
DEB1	0.360375215	15.349233	19.988487	
SNORD53	0	0	0	
TMSB15A	0	0	0	
OLFR1115	0	0	0	
FYB	-1.175683834	43.194377	18.5636965	
CMA1	0	0	0	
OLFR1221	0	0	0	
EPHX1	0.606467304	2.891068	4.924254	
DGKEOS	-0.002902121	0.050471	0.04836	
MRPS17	0.568600448	24.931255	37.458233	
NDUFA1	-0.254071335	81.544785	68.216008	
LAYN	1.134504595	3.066686	7.928131	
NME4	0.041323967	18.809198	19.384809	
CALR	-0.439853086	891.241014	656.76871	
CCR5	-2.43449946	66.764047	11.535509	
1700001G17RIK	-0.002590803	0.041692	0.039823	
POLR3GL	-0.23392568	4.3758655	3.571195	
ZFP560	0.530471562	0.548128	1.236118	
DUSP10	0.259038681	1.183159	1.612545	
EVI5L	0.082172051	3.135683	3.378078	
H2-EA-PS	0	0	0	
OLFR847	0	0	0	
CHST15	-0.084713474	0.27216	0.199611	
POLH	-0.017624909	16.235893	16.026609	
COA5	0.32911085	38.848005	49.058614	
PILRA	-2.252719423	38.510092	7.290332	
OLFR791	0	0	0	
CDX4	0	0	0	
WNT9A	0.021971716	0.027486	0.043254	
OLFR138	0	0	0	
OLFR1160	0	0	0	
TCP10B	-0.024014845	0.053668	0.036274	
INPP1	-1.294445686	5.380476	1.601274	
CUBN	0	0	0.188466	
TMEM181C-PS	-0.372797582	1.518996	0.945379	
ZMYM4	0.425832761	4.141616	5.906978	
PRIMPOL	0.24748078	4.097168	5.051013	
ESP18	0	0	0	
ENC1	1.137708112	4.412107	10.908324	
GM10560	0.314510937	0.044698	0.299176	
NOLC1	1.421564505	8.28796075	23.8802035	
DIO3OS	0	0	0	
OLFR283	0	0	0	
MIR7686	0	0	0	
NSG1	-0.082502698	0.117914	0.055778	
ATF7IP2	0.214301957	0.2038095	0.3965905	
WDFY3	-0.748060682	12.712512	7.164476	
2510009E07RIK	-1.866147772	56.450865	14.759053	
SLC9B2	3.948627072	1.273493	34.10337	
XPNPEP1	0.12794157	39.234648	42.965747	
MEX3A	0.241915631	0.143607	0.352386	
FAM135B	0	0	0	
TAP2	0.20884167	22.19258	25.805053	
PIK3CB	0.266142697	13.374288	16.286349	
CCDC73	0.008432529	0.137306	0.143973	
SIDT2	-0.30222748	9.4805415	7.4997115	
MXRA7	0	0	0	
LACTBL1	0	0	0.015436	
PRSS50	0.747654746	0.730102	1.904947	
VMN1R58	0.108780253	0.161331	0.252282	
CAPN10	-0.011266412	2.711208	2.682339	
TAS2R137	0	0	0	
MIR138-1	0	0	0	
5430427M07RIK	0	0	0	
ALX3	0	0	0	
SGK3	-0.137366785	5.654388333	5.050017333	
4930429B21RIK	-0.001239752	0.016344	0.015471	
EXT2	0.310331045	18.218808	22.831172	
EDARADD	0.097429653	0.25279	0.340317	
TUFM	0.836761967	29.5254715	53.5196215	
PRICKLE3	-0.161807141	13.594259	12.045876	
GRIN3A	0.007620172	0.001912	0.007218	
RGS9BP	0.018648337	0.004693	0.017764	
